atm_id,transaction_date,daily_transactions,avg_withdrawal_amount,daily_cash_dispensed,cash_balance_eod,was_replenished
ATM006,2024-08-02,178,106.09,18929.29,91157.71,False
ATM006,2024-08-03,218,104.18,22721.38,68436.33,False
ATM006,2024-08-04,147,112.7,16548.28,51888.06,False
ATM006,2024-08-05,127,109.28,13912.43,37975.62,False
ATM006,2024-08-06,122,110.56,13476.77,24498.86,False
ATM006,2024-08-07,108,116.11,12523.06,127476.94,True
ATM006,2024-08-08,126,112.56,14219.11,113257.83,False
ATM006,2024-08-09,148,114.21,16860.65,96397.18,False
ATM006,2024-08-10,220,110.1,24227.37,72169.81,False
ATM006,2024-08-11,148,111.84,16558.04,55611.77,False
ATM006,2024-08-12,115,111.81,12900.27,42711.5,False
ATM006,2024-08-13,113,107.99,12241.32,30470.17,False
ATM006,2024-08-14,126,113.22,14309.54,125690.46,True
ATM006,2024-08-15,129,107.58,13870.41,111820.04,False
ATM006,2024-08-16,170,112.42,19088.65,92731.4,False
ATM006,2024-08-17,183,111.18,20382.38,72349.02,False
ATM006,2024-08-18,153,109.71,16777.47,55571.55,False
ATM006,2024-08-19,133,109.0,14482.6,41088.95,False
ATM006,2024-08-20,120,106.78,12761.74,28327.21,False
ATM006,2024-08-21,132,107.47,14200.02,125799.98,True
ATM006,2024-08-22,136,109.76,14934.72,110865.27,False
ATM006,2024-08-23,172,107.99,18552.24,92313.03,False
ATM006,2024-08-24,218,110.67,24082.14,68230.89,False
ATM006,2024-08-25,134,111.01,14836.9,53393.99,False
ATM006,2024-08-26,110,121.4,13356.66,40037.32,False
ATM006,2024-08-27,122,108.74,13215.36,26821.96,False
ATM006,2024-08-28,141,103.92,14606.15,125393.85,True
ATM006,2024-08-29,126,116.58,14670.03,110723.82,False
ATM006,2024-08-30,190,104.28,19809.3,90914.52,False
ATM006,2024-08-31,185,114.8,21262.72,69651.8,False
ATM006,2024-09-01,152,107.23,16347.63,53304.17,False
ATM006,2024-09-02,119,108.15,12861.99,40442.19,False
ATM006,2024-09-03,116,114.42,13285.93,27156.26,False
ATM006,2024-09-04,128,111.5,14235.09,125764.91,True
ATM006,2024-09-05,126,105.62,13276.42,112488.49,False
ATM006,2024-09-06,196,105.56,20730.65,91757.84,False
ATM006,2024-09-07,194,111.0,21517.79,70240.06,False
ATM006,2024-09-08,138,106.62,14704.1,55535.96,False
ATM006,2024-09-09,120,111.66,13405.36,42130.6,False
ATM006,2024-09-10,125,112.0,13953.46,28177.14,False
ATM006,2024-09-11,124,107.54,13292.46,126707.54,True
ATM006,2024-09-12,125,108.31,13520.96,113186.59,False
ATM006,2024-09-13,185,111.11,20552.47,92634.12,False
ATM006,2024-09-14,176,107.41,18871.94,73762.18,False
ATM006,2024-09-15,157,110.26,17323.66,56438.51,False
ATM006,2024-09-16,104,117.77,12219.74,44218.77,False
ATM006,2024-09-17,116,111.27,12928.0,31290.77,False
ATM006,2024-09-18,125,108.79,13599.15,126400.85,True
ATM006,2024-09-19,118,117.0,13849.85,112551.0,False
ATM006,2024-09-20,190,112.71,21423.96,91127.04,False
ATM006,2024-09-21,213,106.69,22760.12,68366.93,False
ATM006,2024-09-22,162,107.22,17412.44,50954.49,False
ATM006,2024-09-23,132,104.59,13764.23,37190.25,False
ATM006,2024-09-24,101,111.05,11229.69,25960.56,False
ATM006,2024-09-25,121,103.44,12495.94,127504.06,True
ATM006,2024-09-26,129,117.0,15135.56,112368.5,False
ATM006,2024-09-27,202,109.15,22011.27,90357.23,False
ATM006,2024-09-28,194,112.93,21873.78,68483.45,False
ATM006,2024-09-29,158,108.87,17224.05,51259.4,False
ATM006,2024-09-30,122,110.99,13526.3,37733.1,False
ATM006,2024-10-01,123,109.56,13466.33,24266.76,False
ATM006,2024-10-02,114,114.55,13113.4,126886.6,True
ATM006,2024-10-03,142,111.58,15861.12,111025.48,False
ATM006,2024-10-04,207,108.72,22524.94,88500.54,False
ATM006,2024-10-05,219,111.79,24490.31,64010.23,False
ATM006,2024-10-06,189,106.06,20019.96,43990.27,False
ATM006,2024-10-07,115,111.38,12858.3,31131.97,False
ATM006,2024-10-08,114,116.44,13319.48,17812.49,False
ATM006,2024-10-09,112,112.99,12619.64,127380.36,True
ATM006,2024-10-10,141,112.33,15808.96,111571.4,False
ATM006,2024-10-11,163,114.65,18671.82,92899.57,False
ATM006,2024-10-12,213,111.98,23824.69,69074.89,False
ATM006,2024-10-13,146,110.75,16152.29,52922.59,False
ATM006,2024-10-14,120,112.11,13419.81,39502.79,False
ATM006,2024-10-15,121,107.2,12982.48,26520.31,False
ATM006,2024-10-16,114,107.52,12288.2,127711.8,True
ATM006,2024-10-17,135,109.91,14801.87,112909.93,False
ATM006,2024-10-18,182,111.65,20274.41,92635.52,False
ATM006,2024-10-19,182,114.84,20921.08,71714.45,False
ATM006,2024-10-20,144,108.57,15627.28,56087.17,False
ATM006,2024-10-21,134,103.94,13957.41,42129.76,False
ATM006,2024-10-22,108,113.24,12256.84,29872.92,False
ATM006,2024-10-23,103,113.69,11709.74,128290.26,True
ATM006,2024-10-24,149,108.78,16199.56,112090.7,False
ATM006,2024-10-25,179,113.69,20383.23,91707.47,False
ATM006,2024-10-26,187,112.86,21157.5,70549.98,False
ATM006,2024-10-27,140,108.42,15192.13,55357.85,False
ATM006,2024-10-28,115,111.13,12759.67,42598.18,False
ATM006,2024-10-29,128,109.39,14047.99,28550.19,False
ATM006,2024-10-30,114,106.43,12098.16,127901.84,True
ATM006,2024-10-31,129,116.09,14981.65,112920.19,False
ATM006,2024-11-01,223,108.72,24224.41,88695.78,False
ATM006,2024-11-02,249,109.21,27216.32,61479.46,False
ATM006,2024-11-03,171,106.84,18298.01,43181.45,False
ATM006,2024-11-04,173,101.62,17572.75,25608.71,False
ATM006,2024-11-05,149,108.47,16163.99,9444.72,False
ATM006,2024-11-06,131,115.58,15162.59,124837.41,True
ATM006,2024-11-07,152,107.76,16358.21,108479.2,False
ATM006,2024-11-08,210,111.37,23351.76,85127.45,False
ATM006,2024-11-09,239,104.81,25009.46,60117.99,False
ATM006,2024-11-10,155,114.23,17684.23,42433.76,False
ATM006,2024-11-11,144,111.49,16006.46,26427.3,False
ATM006,2024-11-12,139,107.82,15008.79,11418.51,False
ATM006,2024-11-13,160,109.38,17548.79,122451.21,True
ATM006,2024-11-14,147,113.62,16671.2,105780.01,False
ATM006,2024-11-15,207,108.04,22403.89,83376.12,False
ATM006,2024-11-16,235,110.0,25813.59,57562.52,False
ATM006,2024-11-17,164,116.9,19133.58,38428.94,False
ATM006,2024-11-18,160,102.15,16302.12,22126.82,False
ATM006,2024-11-19,142,110.13,15639.14,6487.68,False
ATM006,2024-11-20,141,110.81,15651.97,124348.03,True
ATM006,2024-11-21,156,109.83,17162.24,107185.8,False
ATM006,2024-11-22,227,108.21,24599.18,82586.62,False
ATM006,2024-11-23,201,119.98,24139.41,58447.21,False
ATM006,2024-11-24,162,110.33,17870.69,40576.51,False
ATM006,2024-11-25,130,110.38,14340.13,26236.39,False
ATM006,2024-11-26,132,108.54,14319.32,11917.06,False
ATM006,2024-11-27,150,111.56,16788.76,123211.24,True
ATM006,2024-11-28,172,104.16,17894.75,105316.49,False
ATM006,2024-11-29,253,106.07,26799.48,78517.01,False
ATM006,2024-11-30,253,113.37,28708.21,49808.79,False
ATM006,2024-12-01,183,107.18,19563.89,30244.9,False
ATM006,2024-12-02,148,108.45,16092.75,14152.15,False
ATM006,2024-12-03,130,109.18,14152.15,0.0,False
ATM006,2024-12-04,119,113.7,13529.23,126470.77,True
ATM006,2024-12-05,158,108.4,17099.37,109371.41,False
ATM006,2024-12-06,204,111.18,22659.45,86711.96,False
ATM006,2024-12-07,236,102.56,24230.71,62481.24,False
ATM006,2024-12-08,173,111.71,19332.18,43149.06,False
ATM006,2024-12-09,148,106.21,15701.93,27447.13,False
ATM006,2024-12-10,146,105.17,15381.44,12065.69,False
ATM006,2024-12-11,135,107.52,14521.77,125478.23,True
ATM006,2024-12-12,168,108.8,18243.24,107234.99,False
ATM006,2024-12-13,196,116.45,22838.53,84396.46,False
ATM006,2024-12-14,238,111.12,26439.43,57957.03,False
ATM006,2024-12-15,169,108.03,18309.01,39648.02,False
ATM006,2024-12-16,121,113.2,13663.24,25984.78,False
ATM006,2024-12-17,144,109.41,15773.28,10211.49,False
ATM006,2024-12-18,137,112.43,15455.26,124544.74,True
ATM006,2024-12-19,143,108.05,15423.45,109121.29,False
ATM006,2024-12-20,188,115.85,21764.03,87357.26,False
ATM006,2024-12-21,267,102.73,27425.68,59931.58,False
ATM006,2024-12-22,154,109.56,16899.92,43031.66,False
ATM006,2024-12-23,146,105.63,15404.92,27626.74,False
ATM006,2024-12-24,158,111.03,17515.2,10111.54,False
ATM006,2024-12-25,150,107.72,16131.8,123868.2,True
ATM006,2024-12-26,166,108.74,18088.53,105779.67,False
ATM006,2024-12-27,206,112.02,23103.08,82676.6,False
ATM006,2024-12-28,200,115.27,23015.18,59661.41,False
ATM006,2024-12-29,167,114.23,19030.43,40630.98,False
ATM006,2024-12-30,138,106.95,14768.23,25862.75,False
ATM006,2024-12-31,127,110.83,14091.94,11770.81,False
ATM007,2024-01-01,197,182.42,35978.48,199021.52,False
ATM007,2024-01-02,179,177.97,31908.28,167113.24,False
ATM007,2024-01-03,196,182.42,35691.35,199308.65,True
ATM007,2024-01-04,201,193.59,38957.89,160350.76,False
ATM007,2024-01-05,302,192.05,58054.72,102296.04,False
ATM007,2024-01-06,332,186.36,61875.94,40420.11,False
ATM007,2024-01-07,230,175.58,40420.11,0.0,False
ATM007,2024-01-08,215,184.25,39578.49,195421.51,True
ATM007,2024-01-09,200,180.83,36093.02,159328.49,False
ATM007,2024-01-10,196,180.19,35401.81,123926.67,False
ATM007,2024-01-11,239,186.73,44567.0,79359.67,False
ATM007,2024-01-12,311,192.54,59909.95,19449.72,False
ATM007,2024-01-13,368,189.25,69644.44,165355.56,True
ATM007,2024-01-14,249,181.14,45106.34,120249.22,False
ATM007,2024-01-15,177,189.04,33382.44,86866.78,False
ATM007,2024-01-16,196,177.28,34667.27,52199.51,False
ATM007,2024-01-17,200,176.71,35342.63,16856.88,False
ATM007,2024-01-18,232,175.81,40721.37,194278.63,True
ATM007,2024-01-19,324,187.1,60592.23,133686.4,False
ATM007,2024-01-20,387,189.71,73406.71,60279.69,False
ATM007,2024-01-21,255,189.54,48372.9,11906.78,False
ATM007,2024-01-22,66,179.66,11906.78,0.0,False
ATM007,2024-01-23,203,173.02,35063.84,199936.16,True
ATM007,2024-01-24,199,179.34,35719.65,164216.52,False
ATM007,2024-01-25,230,179.02,41164.05,123052.46,False
ATM007,2024-01-26,325,185.11,60150.29,62902.18,False
ATM007,2024-01-27,340,185.04,62902.18,0.0,False
ATM007,2024-01-28,257,183.63,47216.28,187783.72,True
ATM007,2024-01-29,174,187.25,32596.52,155187.2,False
ATM007,2024-01-30,180,198.7,35699.61,119487.58,False
ATM007,2024-01-31,187,183.51,34287.25,85200.33,False
ATM007,2024-02-01,185,186.18,34437.38,50762.96,False
ATM007,2024-02-02,285,184.7,52606.46,182393.54,True
ATM007,2024-02-03,335,181.58,60792.93,121600.61,False
ATM007,2024-02-04,249,187.99,46831.11,74769.5,False
ATM007,2024-02-05,171,183.25,31388.19,43381.31,False
ATM007,2024-02-06,197,180.47,35612.22,7769.09,False
ATM007,2024-02-07,177,180.84,32076.68,202923.32,True
ATM007,2024-02-08,214,189.92,40627.25,162296.07,False
ATM007,2024-02-09,260,187.84,48844.22,113451.85,False
ATM007,2024-02-10,315,182.13,57367.01,56084.84,False
ATM007,2024-02-11,246,187.16,46089.59,9995.25,False
ATM007,2024-02-12,173,184.77,31892.56,203107.44,True
ATM007,2024-02-13,166,186.27,30969.28,172138.16,False
ATM007,2024-02-14,174,181.44,31544.85,140593.3,False
ATM007,2024-02-15,307,179.17,55060.4,85532.9,False
ATM007,2024-02-16,393,183.22,71986.36,13546.54,False
ATM007,2024-02-17,483,179.99,86922.82,148077.18,True
ATM007,2024-02-18,315,179.62,56626.02,91451.16,False
ATM007,2024-02-19,247,177.38,43830.85,47620.3,False
ATM007,2024-02-20,229,173.05,39636.35,195363.65,True
ATM007,2024-02-21,239,182.22,43576.8,151786.85,False
ATM007,2024-02-22,231,191.03,44066.65,107720.2,False
ATM007,2024-02-23,337,189.42,63752.31,171247.69,True
ATM007,2024-02-24,377,193.89,73169.56,98078.13,False
ATM007,2024-02-25,350,179.41,62828.3,35249.83,False
ATM007,2024-02-26,213,188.36,40185.23,194814.77,True
ATM007,2024-02-27,219,184.06,40240.63,154574.14,False
ATM007,2024-02-28,259,180.84,46840.68,107733.45,False
ATM007,2024-02-29,259,190.3,49217.92,185782.08,True
ATM007,2024-03-01,402,184.11,73934.56,111847.53,False
ATM007,2024-03-02,429,175.35,75311.2,36536.32,False
ATM007,2024-03-03,296,186.77,55367.9,179632.1,True
ATM007,2024-03-04,229,185.42,42437.98,137194.13,False
ATM007,2024-03-05,247,178.41,44079.35,93114.78,False
ATM007,2024-03-06,227,186.05,42146.97,192853.03,True
ATM007,2024-03-07,241,192.94,46552.28,146300.75,False
ATM007,2024-03-08,399,186.61,74451.15,71849.6,False
ATM007,2024-03-09,493,176.68,87134.12,147865.88,True
ATM007,2024-03-10,319,187.03,59584.55,88281.34,False
ATM007,2024-03-11,215,186.67,40192.34,48088.99,False
ATM007,2024-03-12,201,188.83,37931.54,197068.46,True
ATM007,2024-03-13,247,186.51,46142.93,150925.53,False
ATM007,2024-03-14,239,179.63,42955.78,107969.75,False
ATM007,2024-03-15,393,185.12,72680.41,162319.59,True
ATM007,2024-03-16,243,191.9,46658.29,115661.31,False
ATM007,2024-03-17,245,180.45,44127.43,71533.88,False
ATM007,2024-03-18,186,181.24,33680.56,201319.44,True
ATM007,2024-03-19,153,186.99,28635.02,172684.42,False
ATM007,2024-03-20,183,194.01,35585.79,137098.63,False
ATM007,2024-03-21,196,187.57,36767.91,100330.72,False
ATM007,2024-03-22,304,178.02,54137.41,46193.31,False
ATM007,2024-03-23,326,180.93,58940.07,176059.93,True
ATM007,2024-03-24,243,183.74,44692.65,131367.29,False
ATM007,2024-03-25,175,185.66,32536.37,98830.92,False
ATM007,2024-03-26,130,185.99,24232.87,74598.05,False
ATM007,2024-03-27,175,187.47,32858.96,41739.09,False
ATM007,2024-03-28,183,194.11,35597.12,199402.88,True
ATM007,2024-03-29,279,187.43,52348.15,147054.73,False
ATM007,2024-03-30,324,187.01,60615.17,86439.56,False
ATM007,2024-03-31,239,171.47,41044.39,45395.17,False
ATM007,2024-04-01,183,189.22,34636.35,10758.82,False
ATM007,2024-04-02,176,189.45,33419.3,201580.7,True
ATM007,2024-04-03,188,192.15,36187.48,165393.22,False
ATM007,2024-04-04,213,187.6,40037.19,125356.04,False
ATM007,2024-04-05,313,193.33,60495.0,64861.03,False
ATM007,2024-04-06,312,182.46,56996.76,7864.28,False
ATM007,2024-04-07,273,193.58,52875.49,182124.51,True
ATM007,2024-04-08,199,183.38,36419.6,145704.91,False
ATM007,2024-04-09,190,189.82,36120.07,109584.84,False
ATM007,2024-04-10,187,186.83,34922.31,74662.53,False
ATM007,2024-04-11,227,195.49,44394.29,30268.25,False
ATM007,2024-04-12,332,185.24,61505.78,173494.22,True
ATM007,2024-04-13,340,188.09,63986.6,109507.62,False
ATM007,2024-04-14,266,186.05,49424.52,60083.09,False
ATM007,2024-04-15,173,192.2,33256.52,26826.58,False
ATM007,2024-04-16,147,182.6,26826.58,0.0,False
ATM007,2024-04-17,184,196.05,36058.18,198941.82,True
ATM007,2024-04-18,219,181.3,39681.54,159260.29,False
ATM007,2024-04-19,289,194.21,56181.73,103078.55,False
ATM007,2024-04-20,294,179.43,52751.63,50326.92,False
ATM007,2024-04-21,267,188.28,50326.92,0.0,False
ATM007,2024-04-22,179,184.77,33144.71,201855.29,True
ATM007,2024-04-23,181,189.7,34417.74,167437.55,False
ATM007,2024-04-24,218,187.16,40734.17,126703.38,False
ATM007,2024-04-25,208,189.37,39357.58,87345.8,False
ATM007,2024-04-26,310,179.26,55604.89,31740.91,False
ATM007,2024-04-27,322,176.31,56784.61,178215.39,True
ATM007,2024-04-28,262,178.46,46795.76,131419.63,False
ATM007,2024-04-29,205,178.34,36606.6,94813.02,False
ATM007,2024-04-30,153,179.21,27489.21,67323.81,False
ATM007,2024-05-01,167,181.64,30393.95,36929.86,False
ATM007,2024-05-02,220,181.59,39877.5,195122.5,True
ATM007,2024-05-03,295,184.89,54477.36,140645.14,False
ATM007,2024-05-04,311,180.36,56174.86,84470.27,False
ATM007,2024-05-05,241,180.75,43527.84,40942.43,False
ATM007,2024-05-06,173,183.69,31790.76,9151.68,False
ATM007,2024-05-07,148,190.51,28126.1,206873.9,True
ATM007,2024-05-08,177,182.51,32367.43,174506.47,False
ATM007,2024-05-09,196,184.53,36220.68,138285.79,False
ATM007,2024-05-10,260,185.39,48201.45,90084.34,False
ATM007,2024-05-11,300,179.76,53944.73,36139.61,False
ATM007,2024-05-12,213,183.01,39014.05,195985.95,True
ATM007,2024-05-13,180,181.14,32686.49,163299.46,False
ATM007,2024-05-14,189,189.92,35847.42,127452.04,False
ATM007,2024-05-15,182,189.41,34417.91,93034.13,False
ATM007,2024-05-16,226,180.63,40818.94,52215.19,False
ATM007,2024-05-17,235,182.52,42814.16,192185.84,True
ATM007,2024-05-18,315,185.84,58586.6,133599.24,False
ATM007,2024-05-19,232,192.33,44558.31,89040.93,False
ATM007,2024-05-20,170,189.43,32266.12,56774.8,False
ATM007,2024-05-21,157,178.92,28136.08,28638.73,False
ATM007,2024-05-22,190,185.56,35172.4,199827.6,True
ATM007,2024-05-23,189,181.55,34323.13,165504.46,False
ATM007,2024-05-24,270,181.07,48944.25,116560.21,False
ATM007,2024-05-25,292,176.67,51501.47,65058.74,False
ATM007,2024-05-26,237,181.71,43114.75,21943.99,False
ATM007,2024-05-27,182,186.63,33946.13,201053.87,True
ATM007,2024-05-28,169,180.88,30612.07,170441.8,False
ATM007,2024-05-29,167,187.0,31149.61,139292.18,False
ATM007,2024-05-30,204,184.48,37696.95,101595.23,False
ATM007,2024-05-31,299,185.04,55238.45,46356.78,False
ATM007,2024-06-01,327,182.28,59556.77,175443.23,True
ATM007,2024-06-02,206,186.49,38499.08,136944.15,False
ATM007,2024-06-03,176,188.19,33050.82,103893.32,False
ATM007,2024-06-04,169,183.07,30950.07,72943.26,False
ATM007,2024-06-05,158,188.06,29689.74,43253.51,False
ATM007,2024-06-06,203,181.89,36940.07,198059.93,True
ATM007,2024-06-07,307,180.1,55355.73,142704.19,False
ATM007,2024-06-08,279,194.08,54086.47,88617.72,False
ATM007,2024-06-09,254,183.01,46447.2,42170.52,False
ATM007,2024-06-10,172,185.86,32052.99,10117.53,False
ATM007,2024-06-11,138,179.97,24794.68,210205.32,True
ATM007,2024-06-12,171,183.02,31303.02,178902.3,False
ATM007,2024-06-13,191,191.27,36479.22,142423.08,False
ATM007,2024-06-14,280,179.13,50079.57,92343.51,False
ATM007,2024-06-15,315,183.19,57637.32,34706.19,False
ATM007,2024-06-16,236,183.38,43232.44,191767.56,True
ATM007,2024-06-17,213,172.56,36752.36,155015.2,False
ATM007,2024-06-18,158,184.98,29242.96,125772.25,False
ATM007,2024-06-19,157,189.99,29743.0,96029.24,False
ATM007,2024-06-20,205,184.73,37953.95,58075.29,False
ATM007,2024-06-21,273,184.38,50258.18,184741.82,True
ATM007,2024-06-22,303,184.57,55929.71,128812.11,False
ATM007,2024-06-23,231,186.4,43135.9,85676.21,False
ATM007,2024-06-24,186,178.17,33115.41,52560.8,False
ATM007,2024-06-25,159,175.3,27918.11,24642.69,False
ATM007,2024-06-26,179,186.39,33378.82,201621.18,True
ATM007,2024-06-27,210,177.07,37144.45,164476.73,False
ATM007,2024-06-28,320,181.62,58036.2,106440.53,False
ATM007,2024-06-29,300,189.74,57008.77,49431.76,False
ATM007,2024-06-30,224,181.97,40789.59,8642.17,False
ATM007,2024-07-01,158,200.86,31811.12,203188.88,True
ATM007,2024-07-02,158,193.92,30688.89,172499.99,False
ATM007,2024-07-03,183,187.04,34181.04,138318.95,False
ATM007,2024-07-04,175,190.88,33455.02,104863.93,False
ATM007,2024-07-05,238,193.88,46120.28,58743.65,False
ATM007,2024-07-06,336,170.29,57135.81,177864.19,True
ATM007,2024-07-07,226,188.63,42677.85,135186.34,False
ATM007,2024-07-08,164,188.97,30897.71,104288.62,False
ATM007,2024-07-09,159,177.75,28312.98,75975.64,False
ATM007,2024-07-10,169,185.18,31257.92,44717.73,False
ATM007,2024-07-11,182,191.81,34989.87,200010.13,True
ATM007,2024-07-12,258,186.74,48260.14,151749.98,False
ATM007,2024-07-13,321,176.36,56610.17,95139.81,False
ATM007,2024-07-14,215,185.07,39852.43,55287.38,False
ATM007,2024-07-15,192,188.21,36087.91,19199.47,False
ATM007,2024-07-16,159,167.74,26629.71,208370.29,True
ATM007,2024-07-17,179,184.47,33068.71,175301.57,False
ATM007,2024-07-18,216,180.11,38835.48,136466.1,False
ATM007,2024-07-19,277,189.7,52490.67,83975.43,False
ATM007,2024-07-20,299,182.64,54604.06,29371.36,False
ATM007,2024-07-21,233,188.01,43784.68,191215.32,True
ATM007,2024-07-22,165,190.41,31383.13,159832.19,False
ATM007,2024-07-23,164,177.63,29092.68,130739.51,False
ATM007,2024-07-24,199,181.64,36077.24,94662.28,False
ATM007,2024-07-25,187,184.63,34455.02,60207.26,False
ATM007,2024-07-26,281,182.85,51460.95,183539.05,True
ATM007,2024-07-27,305,184.78,56272.75,127266.3,False
ATM007,2024-07-28,257,171.92,44245.46,83020.84,False
ATM007,2024-07-29,195,184.18,35835.36,47185.48,False
ATM007,2024-07-30,176,177.35,31295.23,15890.25,False
ATM007,2024-07-31,168,181.27,30395.78,204604.22,True
ATM007,2024-08-01,219,181.75,39738.73,164865.49,False
ATM007,2024-08-02,298,181.39,54010.92,110854.57,False
ATM007,2024-08-03,297,183.64,54584.36,56270.21,False
ATM007,2024-08-04,274,174.51,47817.17,8453.05,False
ATM007,2024-08-05,164,174.19,28650.69,206349.31,True
ATM007,2024-08-06,154,180.5,27846.21,178503.1,False
ATM007,2024-08-07,155,180.93,28057.62,150445.49,False
ATM007,2024-08-08,174,179.35,31137.58,119307.9,False
ATM007,2024-08-09,298,187.24,55709.46,63598.44,False
ATM007,2024-08-10,318,179.43,57085.69,177914.31,True
ATM007,2024-08-11,220,178.68,39251.5,138662.81,False
ATM007,2024-08-12,165,189.82,31319.76,107343.05,False
ATM007,2024-08-13,170,188.5,32008.06,75334.99,False
ATM007,2024-08-14,161,185.14,29833.89,45501.11,False
ATM007,2024-08-15,191,183.88,35056.17,199943.83,True
ATM007,2024-08-16,337,175.22,59069.78,140874.05,False
ATM007,2024-08-17,289,191.73,55423.48,85450.57,False
ATM007,2024-08-18,217,181.43,39444.84,46005.73,False
ATM007,2024-08-19,165,183.76,30272.54,15733.19,False
ATM007,2024-08-20,143,188.3,26872.54,208127.46,True
ATM007,2024-08-21,175,187.82,32914.52,175212.93,False
ATM007,2024-08-22,182,185.48,33734.45,141478.49,False
ATM007,2024-08-23,263,183.15,48094.11,93384.38,False
ATM007,2024-08-24,353,185.53,65508.08,27876.3,False
ATM007,2024-08-25,216,186.0,40220.98,194779.02,True
ATM007,2024-08-26,160,178.35,28578.31,166200.71,False
ATM007,2024-08-27,153,182.53,27936.76,138263.95,False
ATM007,2024-08-28,178,188.21,33544.12,104719.83,False
ATM007,2024-08-29,208,178.9,37190.57,67529.25,False
ATM007,2024-08-30,264,186.51,49315.01,185684.99,True
ATM007,2024-08-31,294,183.46,53917.14,131767.85,False
ATM007,2024-09-01,246,183.06,45078.74,86689.12,False
ATM007,2024-09-02,165,193.84,31915.7,54773.42,False
ATM007,2024-09-03,155,191.55,29689.46,25083.96,False
ATM007,2024-09-04,185,176.86,32669.1,202330.9,True
ATM007,2024-09-05,184,180.37,33191.57,169139.32,False
ATM007,2024-09-06,261,184.5,48244.51,120894.81,False
ATM007,2024-09-07,306,191.97,58818.46,62076.35,False
ATM007,2024-09-08,245,182.53,44660.43,17415.92,False
ATM007,2024-09-09,146,185.39,27153.8,207846.2,True
ATM007,2024-09-10,162,186.02,30103.03,177743.17,False
ATM007,2024-09-11,190,191.89,36405.17,141338.0,False
ATM007,2024-09-12,211,179.66,37879.11,103458.89,False
ATM007,2024-09-13,268,184.47,49412.87,54046.02,False
ATM007,2024-09-14,284,187.78,53364.85,181635.15,True
ATM007,2024-09-15,250,178.96,44813.04,136822.11,False
ATM007,2024-09-16,184,185.57,34159.85,102662.26,False
ATM007,2024-09-17,144,184.72,26623.31,76038.95,False
ATM007,2024-09-18,168,190.4,32039.14,43999.81,False
ATM007,2024-09-19,185,189.6,35016.6,199983.4,True
ATM007,2024-09-20,292,177.7,51894.9,148088.5,False
ATM007,2024-09-21,267,191.23,51027.72,97060.78,False
ATM007,2024-09-22,254,186.79,47523.98,49536.8,False
ATM007,2024-09-23,183,190.86,34882.08,14654.72,False
ATM007,2024-09-24,175,179.94,31521.7,203478.3,True
ATM007,2024-09-25,189,187.98,35462.43,168015.87,False
ATM007,2024-09-26,192,181.29,34898.26,133117.62,False
ATM007,2024-09-27,297,175.73,52148.5,80969.11,False
ATM007,2024-09-28,329,179.71,59169.6,21799.52,False
ATM007,2024-09-29,246,182.11,44856.03,190143.97,True
ATM007,2024-09-30,171,180.8,30838.52,159305.45,False
ATM007,2024-10-01,152,195.49,29711.55,129593.89,False
ATM007,2024-10-02,185,186.97,34612.95,94980.94,False
ATM007,2024-10-03,189,189.69,35790.23,59190.71,False
ATM007,2024-10-04,307,180.39,55435.41,179564.59,True
ATM007,2024-10-05,320,174.89,56036.88,123527.72,False
ATM007,2024-10-06,241,196.46,47282.14,76245.57,False
ATM007,2024-10-07,182,173.21,31591.23,44654.34,False
ATM007,2024-10-08,174,179.98,31357.22,13297.13,False
ATM007,2024-10-09,159,188.48,29989.26,205010.74,True
ATM007,2024-10-10,200,182.29,36498.25,168512.48,False
ATM007,2024-10-11,264,185.7,48942.6,119569.89,False
ATM007,2024-10-12,306,178.84,54749.5,64820.39,False
ATM007,2024-10-13,228,186.88,42701.59,22118.8,False
ATM007,2024-10-14,175,177.16,31025.41,203974.59,True
ATM007,2024-10-15,190,169.8,32202.9,171771.69,False
ATM007,2024-10-16,168,181.56,30448.24,141323.44,False
ATM007,2024-10-17,193,188.12,36227.49,105095.96,False
ATM007,2024-10-18,306,181.05,55422.97,49672.99,False
ATM007,2024-10-19,315,186.09,58703.04,176296.96,True
ATM007,2024-10-20,198,195.55,38772.37,137524.6,False
ATM007,2024-10-21,152,187.33,28404.84,109119.75,False
ATM007,2024-10-22,166,186.53,30880.33,78239.43,False
ATM007,2024-10-23,160,189.59,30345.66,47893.77,False
ATM007,2024-10-24,174,184.63,32143.81,202856.19,True
ATM007,2024-10-25,272,181.24,49237.19,153619.0,False
ATM007,2024-10-26,304,190.98,58058.03,95560.96,False
ATM007,2024-10-27,225,189.33,42669.64,52891.32,False
ATM007,2024-10-28,175,180.05,31524.21,21367.12,False
ATM007,2024-10-29,161,183.34,29511.07,205488.93,True
ATM007,2024-10-30,160,187.38,29919.42,175569.51,False
ATM007,2024-10-31,207,176.17,36447.43,139122.09,False
ATM007,2024-11-01,287,187.36,53840.62,85281.47,False
ATM007,2024-11-02,336,186.68,62794.98,172205.02,True
ATM007,2024-11-03,306,177.95,54472.46,117732.56,False
ATM007,2024-11-04,173,194.29,33581.68,84150.89,False
ATM007,2024-11-05,199,182.67,36341.0,47809.89,False
ATM007,2024-11-06,191,182.17,34723.35,200276.65,True
ATM007,2024-11-07,205,189.9,38924.35,161352.3,False
ATM007,2024-11-08,300,191.07,57240.54,104111.76,False
